@relation TrainingPhase4-weka.filters.unsupervised.attribute.Remove-R3

@attribute distance_to_fruit numeric
@attribute snake_length numeric
@attribute ticks_since_last_score numeric
@attribute next_score numeric

@data
82.462113,16,11,744
72.801099,16,12,743
63.245553,16,13,742
53.851648,16,14,741
44.72136,16,15,740
36.055513,16,16,739
28.284271,16,17,738
22.36068,16,18,737
20,16,19,736
10,16,20,836
269.072481,17,0,835
261.725047,17,1,834
254.558441,17,2,833
247.588368,17,3,832
240.831892,17,4,831
234.30749,17,5,830
228.035085,17,6,829
222.036033,17,7,828
214.009346,17,8,827
206.155281,17,9,826
198.494332,17,10,825
191.049732,17,11,824
183.847763,17,12,823
176.91806,17,13,822
170.293864,17,14,821
164.012195,17,15,820
158.113883,17,16,819
152.643375,17,17,818
147.648231,17,18,817
143.178211,17,19,816
139.283883,17,20,815
136.014705,17,21,814
133.416641,17,22,813
131.529464,17,23,812
130.384048,17,24,811
130,17,25,810
120,17,26,809
110,17,27,808
100,17,28,807
90,17,29,806
80,17,30,805
70,17,31,804
60,17,32,803
50,17,33,802
40,17,34,801
30,17,35,800
20,17,36,799
10,17,37,899
304.795013,18,0,898
311.44823,18,1,897
318.276609,18,2,896
325.269119,18,3,895
332.415403,18,4,894
339.705755,18,5,893
333.016516,18,6,892
326.496554,18,7,891
320.156212,18,8,890
314.006369,18,9,889
308.058436,18,10,888
302.324329,18,11,887
296.816442,18,12,886
291.547595,18,13,885
286.530976,18,14,884
281.780056,18,15,883
277.308492,18,16,882
273.130006,18,17,881
269.25824,18,18,880
265.706605,18,19,879
262.488095,18,20,878
259.6151,18,21,877
257.099203,18,22,876
254.950976,18,23,875
253.179778,18,24,874
251.793566,18,25,873
250.798724,18,26,872
250.19992,18,27,871
250,18,28,870
240,18,29,869
230,18,30,868
220,18,31,867
210,18,32,866
200,18,33,865
190,18,34,864
180,18,35,863
170,18,36,862
160,18,37,861
150,18,38,860
140,18,39,859
130,18,40,858
120,18,41,857
110,18,42,856
100,18,43,855
90,18,44,854
80,18,45,853
70,18,46,852
60,18,47,851
50,18,48,850
40,18,49,849
30,18,50,848
20,18,51,847
10,18,52,947
114.017543,19,0,946
120.415946,19,1,945
127.279221,19,2,944
120.415946,19,3,943
114.017543,19,4,942
108.166538,19,5,941
102.956301,19,6,940
98.488578,19,7,939
94.86833,19,8,938
92.195445,19,9,937
90.553851,19,10,936
90,19,11,935
90.553851,19,12,934
92.195445,19,13,933
82.462113,19,14,932
72.801099,19,15,931
63.245553,19,16,930
53.851648,19,17,929
44.72136,19,18,928
36.055513,19,19,927
28.284271,19,20,926
22.36068,19,21,925
20,19,22,924
10,19,23,1024
130,20,0,1023
120,20,1,1022
110,20,2,1021
100,20,3,1020
90,20,4,1019
80,20,5,1018
70,20,6,1017
60,20,7,1016
50,20,8,1015
40,20,9,1014
30,20,10,1013
20,20,11,1012
10,20,12,1112
206.155281,21,0,1111
200,21,1,1110
194.164878,21,2,1109
188.679623,21,3,1108
183.575598,21,4,1107
178.885438,21,5,1106
174.642492,21,6,1105
170.880075,21,7,1104
167.630546,21,8,1103
164.924225,21,9,1102
162.788206,21,10,1101
161.245155,21,11,1100
160.312195,21,12,1099
150.332964,21,13,1098
140.356688,21,14,1097
130.384048,21,15,1096
120.415946,21,16,1095
110.45361,21,17,1094
100.498756,21,18,1093
90.553851,21,19,1092
90,21,20,1091
80,21,21,1090
70,21,22,1089
60,21,23,1088
50,21,24,1087
40,21,25,1086
30,21,26,1085
20,21,27,1084
10,21,28,1184
388.329757,22,0,1183
390.512484,22,1,1182
392.937654,22,2,1181
395.600809,22,3,1180
398.497177,22,4,1179
388.973007,22,5,1178
379.473319,22,6,1177
370,22,7,1176
360.555128,22,8,1175
351.140997,22,9,1174
341.76015,22,10,1173
332.415403,22,11,1172
323.109888,22,12,1171
313.847097,22,13,1170
304.630924,22,14,1169
295.465734,22,15,1168
286.356421,22,16,1167
277.308492,22,17,1166
268.328157,22,18,1165
259.422435,22,19,1164
250.599282,22,20,1163
241.867732,22,21,1162
233.238076,22,22,1161
224.722051,22,23,1160
216.333077,22,24,1159
208.08652,22,25,1158
200,22,26,1157
192.093727,22,27,1156
184.390889,22,28,1155
176.91806,22,29,1154
169.705627,22,30,1153
162.788206,22,31,1152
156.204994,22,32,1151
150,22,33,1150
144.222051,22,34,1149
138.92444,22,35,1148
134.164079,22,36,1147
130,22,37,1146
126.491106,22,38,1145
123.693169,22,39,1144
121.655251,22,40,1143
120.415946,22,41,1142
120,22,42,1141
110,22,43,1140
100,22,44,1139
90,22,45,1138
80,22,46,1137
70,22,47,1136
60,22,48,1135
50,22,49,1134
40,22,50,1133
30,22,51,1132
20,22,52,1131
10,22,53,1231
180.277564,23,0,1230
181.107703,23,1,1229
182.482876,23,2,1228
184.390889,23,3,1227
174.642492,23,4,1226
164.924225,23,5,1225
155.241747,23,6,1224
145.602198,23,7,1223
136.014705,23,8,1222
126.491106,23,9,1221
117.046999,23,10,1220
107.703296,23,11,1219
98.488578,23,12,1218
89.442719,23,13,1217
80.622577,23,14,1216
72.111026,23,15,1215
64.031242,23,16,1214
56.568542,23,17,1213
50,23,18,1212
44.72136,23,19,1211
41.231056,23,20,1210
40,23,21,1209
30,23,22,1208
20,23,23,1207
10,23,24,1307
178.044938,24,0,1306
172.046505,24,1,1305
166.43317,24,2,1304
161.245155,24,3,1303
156.524758,24,4,1302
152.315462,24,5,1301
148.660687,24,6,1300
145.602198,24,7,1299
143.178211,24,8,1298
141.421356,24,9,1297
140.356688,24,10,1296
140,24,11,1295
130,24,12,1294
120,24,13,1293
110,24,14,1292
100,24,15,1291
90,24,16,1290
80,24,17,1289
70,24,18,1288
60,24,19,1287
50,24,20,1286
40,24,21,1285
30,24,22,1284
20,24,23,1283
10,24,24,1383
284.429253,25,0,1382
294.278779,25,1,1381
304.138127,25,2,1380
314.006369,25,3,1379
323.882695,25,4,1378
322.49031,25,5,1377
321.403174,25,6,1376
311.44823,25,7,1375
301.496269,25,8,1374
291.547595,25,9,1373
281.602557,25,10,1372
271.661554,25,11,1371
261.725047,25,12,1370
251.793566,25,13,1369
250.798724,25,14,1368
250.19992,25,15,1367
240.208243,25,16,1366
230.217289,25,17,1365
220.227155,25,18,1364
210.23796,25,19,1363
200.249844,25,20,1362
190.262976,25,21,1361
180.277564,25,22,1360
170.293864,25,23,1359
160.312195,25,24,1358
150.332964,25,25,1357
150,25,26,1356
140,25,27,1355
130,25,28,1354
120,25,29,1353
110,25,30,1352
100,25,31,1351
90,25,32,1350
80,25,33,1349
70,25,34,1348
60,25,35,1347
50,25,36,1346
40,25,37,1345
30,25,38,1344
20,25,39,1343
10,25,40,1443
20,26,0,1442
22.36068,26,1,1441
28.284271,26,2,1440
36.055513,26,3,1439
44.72136,26,4,1438
53.851648,26,5,1437
63.245553,26,6,1436
72.801099,26,7,1435
82.462113,26,8,1434
92.195445,26,9,1433
101.98039,26,10,1432
111.803399,26,11,1431
121.655251,26,12,1430
131.529464,26,13,1429
141.421356,26,14,1428
151.32746,26,15,1427
161.245155,26,16,1426
171.172428,26,17,1425
181.107703,26,18,1424
180.277564,26,19,1423
170.293864,26,20,1422
160.312195,26,21,1421
150.332964,26,22,1420
140.356688,26,23,1419
130.384048,26,24,1418
120.415946,26,25,1417
110.45361,26,26,1416
100.498756,26,27,1415
90.553851,26,28,1414
80.622577,26,29,1413
70.710678,26,30,1412
60.827625,26,31,1411
50.990195,26,32,1410
50,26,33,1409
40,26,34,1408
30,26,35,1407
20,26,36,1406
10,26,37,1506
197.230829,27,0,1505
188.679623,27,1,1504
180.277564,27,2,1503
172.046505,27,3,1502
164.012195,27,4,1501
156.204994,27,5,1500
148.660687,27,6,1499
141.421356,27,7,1498
134.53624,27,8,1497
128.062485,27,9,1496
122.065556,27,10,1495
116.619038,27,11,1494
111.803399,27,12,1493
107.703296,27,13,1492
104.403065,27,14,1491
101.98039,27,15,1490
100.498756,27,16,1489
90.553851,27,17,1488
80.622577,27,18,1487
70.710678,27,19,1486
60.827625,27,20,1485
50.990195,27,21,1484
41.231056,27,22,1483
31.622777,27,23,1482
22.36068,27,24,1481
14.142136,27,25,1480
10,27,26,1479
14.142136,27,27,1478
22.36068,27,28,1477
31.622777,27,29,1476
41.231056,27,30,1475
50.990195,27,31,1474
60.827625,27,32,1473
70.710678,27,33,1472
80.622577,27,34,1471
90.553851,27,35,1470
100.498756,27,36,1469
110.45361,27,37,1468
120.415946,27,38,1467
130.384048,27,39,1466
140.356688,27,40,1465
150.332964,27,41,1464
160.312195,27,42,1463
170.293864,27,43,1462
180.277564,27,44,1461
190.262976,27,45,1460
200.249844,27,46,1459
210.23796,27,47,1458
220.227155,27,48,1457
220,27,49,1456
210,27,50,1455
200,27,51,1454
190,27,52,1453
180,27,53,1452
170,27,54,1451
160,27,55,1450
150,27,56,1449
140,27,57,1448
130,27,58,1447
120,27,59,1446
110,27,60,1445
100,27,61,1444
90,27,62,1443
80,27,63,1442
70,27,64,1441
60,27,65,1440
50,27,66,1439
40,27,67,1438
30,27,68,1437
20,27,69,1436
10,27,70,1536
232.594067,28,0,1535
237.065392,28,1,1534
241.867732,28,2,1533
246.981781,28,3,1532
238.537209,28,4,1531
230.217289,28,5,1530
222.036033,28,6,1529
214.009346,28,7,1528
206.155281,28,8,1527
198.494332,28,9,1526
191.049732,28,10,1525
183.847763,28,11,1524
176.91806,28,12,1523
170.293864,28,13,1522
164.012195,28,14,1521
158.113883,28,15,1520
150,28,16,1519
142.126704,28,17,1518
134.53624,28,18,1517
127.279221,28,19,1516
120.415946,28,20,1515
114.017543,28,21,1514
108.166538,28,22,1513
102.956301,28,23,1512
98.488578,28,24,1511
94.86833,28,25,1510
92.195445,28,26,1509
90.553851,28,27,1508
80.622577,28,28,1507
70.710678,28,29,1506
60.827625,28,30,1505
50.990195,28,31,1504
41.231056,28,32,1503
31.622777,28,33,1502
30,28,34,1501
31.622777,28,35,1500
22.36068,28,36,1499
14.142136,28,37,1498
10,28,38,1598
202.484567,29,0,1597
208.08652,29,1,1596
214.009346,29,2,1595
220.227155,29,3,1594
226.715681,29,4,1593
233.452351,29,5,1592
240.416306,29,6,1591
247.588368,29,7,1590
254.950976,29,8,1589
262.488095,29,9,1588
269.072481,29,10,1587
275.862284,29,11,1586
282.842712,29,12,1585
275.862284,29,13,1584
269.072481,29,14,1583
262.488095,29,15,1582
256.124969,29,16,1581
250,29,17,1580
244.131112,29,18,1579
238.537209,29,19,1578
233.238076,29,20,1577
228.254244,29,21,1576
223.606798,29,22,1575
219.317122,29,23,1574
215.406592,29,24,1573
211.896201,29,25,1572
208.80613,29,26,1571
206.155281,29,27,1570
203.960781,29,28,1569
202.237484,29,29,1568
200.997512,29,30,1567
200.249844,29,31,1566
200,29,32,1565
200.249844,29,33,1564
190.262976,29,34,1563
180.277564,29,35,1562
170.293864,29,36,1561
160.312195,29,37,1560
150.332964,29,38,1559
140.356688,29,39,1558
130.384048,29,40,1557
120.415946,29,41,1556
110.45361,29,42,1555
100.498756,29,43,1554
90.553851,29,44,1553
80.622577,29,45,1552
70.710678,29,46,1551
60.827625,29,47,1550
50.990195,29,48,1549
41.231056,29,49,1548
31.622777,29,50,1547
22.36068,29,51,1546
14.142136,29,52,1545
10,29,53,1544
14.142136,29,54,1543
22.36068,29,55,1542
31.622777,29,56,1541
41.231056,29,57,1540
50.990195,29,58,1539
60.827625,29,59,1538
70.710678,29,60,1537
80.622577,29,61,1536
90.553851,29,62,1535
100.498756,29,63,1534
110.45361,29,64,1533
120.415946,29,65,1532
120,29,66,1531
110,29,67,1530
100,29,68,1529
90,29,69,1528
80,29,70,1527
70,29,71,1526
60,29,72,1525
50,29,73,1524
40,29,74,1523
30,29,75,1522
20,29,76,1521
10,29,77,1621
332.415403,30,0,1620
333.766385,30,1,1619
335.410197,30,2,1618
337.342556,30,3,1617
327.566787,30,4,1616
317.804972,30,5,1615
308.058436,30,6,1614
298.328678,30,7,1613
288.617394,30,8,1612
278.926514,30,9,1611
269.25824,30,10,1610
259.6151,30,11,1609
250,30,12,1608
240.416306,30,13,1607
230.867928,30,14,1606
221.359436,30,15,1605
211.896201,30,16,1604
202.484567,30,17,1603
193.132079,30,18,1602
183.847763,30,19,1601
174.642492,30,20,1600
165.529454,30,21,1599
156.524758,30,22,1598
147.648231,30,23,1597
138.92444,30,24,1596
130.384048,30,25,1595
122.065556,30,26,1594
114.017543,30,27,1593
106.301458,30,28,1592
98.994949,30,29,1591
92.195445,30,30,1590
86.023253,30,31,1589
80.622577,30,32,1588
76.157731,30,33,1587
72.801099,30,34,1586
70.710678,30,35,1585
60.827625,30,36,1584
50.990195,30,37,1583
41.231056,30,38,1582
31.622777,30,39,1581
22.36068,30,40,1580
20,30,41,1579
10,30,42,1679
270.185122,31,0,1678
270,31,1,1677
270.185122,31,2,1676
270.739727,31,3,1675
271.661554,31,4,1674
272.946881,31,5,1673
274.590604,31,6,1672
264.764046,31,7,1671
254.950976,31,8,1670
245.153013,31,9,1669
235.372046,31,10,1668
225.610283,31,11,1667
215.870331,31,12,1666
206.155281,31,13,1665
196.468827,31,14,1664
194.164878,31,15,1663
192.353841,31,16,1662
191.049732,31,17,1661
190.262976,31,18,1660
180.277564,31,19,1659
170.293864,31,20,1658
160.312195,31,21,1657
150.332964,31,22,1656
140.356688,31,23,1655
130.384048,31,24,1654
130,31,25,1653
130.384048,31,26,1652
120.415946,31,27,1651
110.45361,31,28,1650
100.498756,31,29,1649
90.553851,31,30,1648
80.622577,31,31,1647
70.710678,31,32,1646
60.827625,31,33,1645
50.990195,31,34,1644
41.231056,31,35,1643
31.622777,31,36,1642
22.36068,31,37,1641
14.142136,31,38,1640
10,31,39,1740
190.262976,32,0,1739
180.277564,32,1,1738
170.293864,32,2,1737
160.312195,32,3,1736
150.332964,32,4,1735
140.356688,32,5,1734
130.384048,32,6,1733
120.415946,32,7,1732
110.45361,32,8,1731
100.498756,32,9,1730
100,32,10,1729
90,32,11,1728
80,32,12,1727
70,32,13,1726
60,32,14,1725
50,32,15,1724
40,32,16,1723
30,32,17,1722
20,32,18,1721
10,32,19,1821
42.426407,33,0,1820
36.055513,33,1,1819
31.622777,33,2,1818
30,33,3,1817
31.622777,33,4,1816
36.055513,33,5,1815
42.426407,33,6,1814
50,33,7,1813
58.309519,33,8,1812
67.082039,33,9,1811
63.245553,33,10,1810
60.827625,33,11,1809
60,33,12,1808
50,33,13,1807
40,33,14,1806
30,33,15,1805
20,33,16,1804
10,33,17,1904
165.529454,34,0,1903
156.524758,34,1,1902
147.648231,34,2,1901
138.92444,34,3,1900
130.384048,34,4,1899
122.065556,34,5,1898
114.017543,34,6,1897
106.301458,34,7,1896
98.994949,34,8,1895
92.195445,34,9,1894
86.023253,34,10,1893
80.622577,34,11,1892
76.157731,34,12,1891
72.801099,34,13,1890
70.710678,34,14,1889
70,34,15,1888
60,34,16,1887
50,34,17,1886
40,34,18,1885
30,34,19,1884
20,34,20,1883
10,34,21,1983
231.94827,35,0,1982
233.452351,35,1,1981
235.372046,35,2,1980
237.697286,35,3,1979
240.416306,35,4,1978
230.867928,35,5,1977
221.359436,35,6,1976
211.896201,35,7,1975
202.484567,35,8,1974
193.132079,35,9,1973
183.847763,35,10,1972
174.642492,35,11,1971
165.529454,35,12,1970
156.524758,35,13,1969
147.648231,35,14,1968
138.92444,35,15,1967
130.384048,35,16,1966
122.065556,35,17,1965
114.017543,35,18,1964
106.301458,35,19,1963
98.994949,35,20,1962
92.195445,35,21,1961
86.023253,35,22,1960
80.622577,35,23,1959
76.157731,35,24,1958
72.801099,35,25,1957
70.710678,35,26,1956
70,35,27,1955
60,35,28,1954
50,35,29,1953
40,35,30,1952
30,35,31,1951
20,35,32,1950
10,35,33,2050
243.310501,36,0,2049
253.179778,36,1,2048
263.058929,36,2,2047
272.946881,36,3,2046
282.842712,36,4,2045
292.745623,36,5,2044
291.547595,36,6,2043
290.688837,36,7,2042
290.172363,36,8,2041
280.178515,36,9,2040
270.185122,36,10,2039
260.192237,36,11,2038
250.19992,36,12,2037
240.208243,36,13,2036
230.217289,36,14,2035
220.227155,36,15,2034
210.23796,36,16,2033
200.249844,36,17,2032
190.262976,36,18,2031
180.277564,36,19,2030
170.293864,36,20,2029
160.312195,36,21,2028
150.332964,36,22,2027
140.356688,36,23,2026
130.384048,36,24,2025
120.415946,36,25,2024
110.45361,36,26,2023
100.498756,36,27,2022
90.553851,36,28,2021
80.622577,36,29,2020
70.710678,36,30,2019
60.827625,36,31,2018
50.990195,36,32,2017
41.231056,36,33,2016
31.622777,36,34,2015
22.36068,36,35,2014
14.142136,36,36,2013
10,36,37,2113
123.693169,37,0,2112
114.017543,37,1,2111
104.403065,37,2,2110
94.86833,37,3,2109
85.440037,37,4,2108
76.157731,37,5,2107
67.082039,37,6,2106
58.309519,37,7,2105
50,37,8,2104
42.426407,37,9,2103
36.055513,37,10,2102
31.622777,37,11,2101
30,37,12,2100
20,37,13,2099
10,37,14,2199
92.195445,38,0,2198
86.023253,38,1,2197
80.622577,38,2,2196
76.157731,38,3,2195
72.801099,38,4,2194
70.710678,38,5,2193
70,38,6,2192
60,38,7,2191
50,38,8,2190
40,38,9,2189
30,38,10,2188
20,38,11,2187
10,38,12,2287
130.384048,39,0,2286
140.356688,39,1,2285
150.332964,39,2,2284
160.312195,39,3,2283
170.293864,39,4,2282
180.277564,39,5,2281
190.262976,39,6,2280
200.249844,39,7,2279
210.23796,39,8,2278
220.227155,39,9,2277
230.217289,39,10,2276
240.208243,39,11,2275
240.831892,39,12,2274
241.867732,39,13,2273
231.94827,39,14,2272
222.036033,39,15,2271
212.132034,39,16,2270
202.237484,39,17,2269
192.353841,39,18,2268
182.482876,39,19,2267
172.626765,39,20,2266
162.788206,39,21,2265
152.970585,39,22,2264
143.178211,39,23,2263
133.416641,39,24,2262
123.693169,39,25,2261
114.017543,39,26,2260
104.403065,39,27,2259
94.86833,39,28,2258
85.440037,39,29,2257
76.157731,39,30,2256
67.082039,39,31,2255
58.309519,39,32,2254
50,39,33,2253
44.72136,39,34,2252
41.231056,39,35,2251
40,39,36,2250
41.231056,39,37,2249
44.72136,39,38,2248
36.055513,39,39,2247
28.284271,39,40,2246
22.36068,39,41,2245
20,39,42,2244
10,39,43,2344
120.83046,40,0,2343
117.046999,40,1,2342
114.017543,40,2,2341
111.803399,40,3,2340
110.45361,40,4,2339
110,40,5,2338
110.45361,40,6,2337
100.498756,40,7,2336
90.553851,40,8,2335
80.622577,40,9,2334
70.710678,40,10,2333
60.827625,40,11,2332
50.990195,40,12,2331
41.231056,40,13,2330
40,40,14,2329
30,40,15,2328
20,40,16,2327
10,40,17,2427
240.831892,41,0,2426
240.208243,41,1,2425
240,41,2,2424
240.208243,41,3,2423
240.831892,41,4,2422
241.867732,41,5,2421
243.310501,41,6,2420
233.452351,41,7,2419
223.606798,41,8,2418
213.775583,41,9,2417
203.960781,41,10,2416
194.164878,41,11,2415
184.390889,41,12,2414
174.642492,41,13,2413
164.924225,41,14,2412
155.241747,41,15,2411
152.970585,41,16,2410
151.32746,41,17,2409
150.332964,41,18,2408
140.356688,41,19,2407
130.384048,41,20,2406
120.415946,41,21,2405
110.45361,41,22,2404
100.498756,41,23,2403
90.553851,41,24,2402
90,41,25,2401
90.553851,41,26,2400
80.622577,41,27,2399
70.710678,41,28,2398
60.827625,41,29,2397
50.990195,41,30,2396
41.231056,41,31,2395
31.622777,41,32,2394
22.36068,41,33,2393
14.142136,41,34,2392
10,41,35,2492
252.388589,42,0,2491
244.131112,42,1,2490
236.008474,42,2,2489
228.035085,42,3,2488
220.227155,42,4,2487
212.602916,42,5,2486
205.182845,42,6,2485
197.989899,42,7,2484
191.049732,42,8,2483
184.390889,42,9,2482
178.044938,42,10,2481
172.046505,42,11,2480
166.43317,42,12,2479
161.245155,42,13,2478
156.524758,42,14,2477
152.315462,42,15,2476
148.660687,42,16,2475
145.602198,42,17,2474
143.178211,42,18,2473
141.421356,42,19,2472
140.356688,42,20,2471
140,42,21,2470
130,42,22,2469
120,42,23,2468
110,42,24,2467
100,42,25,2466
90,42,26,2465
80,42,27,2464
70,42,28,2463
60,42,29,2462
50,42,30,2461
40,42,31,2460
30,42,32,2459
20,42,33,2458
10,42,34,2558
141.421356,43,0,2557
151.32746,43,1,2556
161.245155,43,2,2555
171.172428,43,3,2554
181.107703,43,4,2553
191.049732,43,5,2552
200.997512,43,6,2551
210.950231,43,7,2550
220.90722,43,8,2549
230.867928,43,9,2548
240.831892,43,10,2547
250.798724,43,11,2546
260.768096,43,12,2545
260.192237,43,13,2544
250.19992,43,14,2543
240.208243,43,15,2542
230.217289,43,16,2541
220.227155,43,17,2540
210.23796,43,18,2539
200.249844,43,19,2538
190.262976,43,20,2537
180.277564,43,21,2536
180,43,22,2535
170,43,23,2534
160,43,24,2533
150,43,25,2532
140,43,26,2531
130,43,27,2530
120,43,28,2529
110,43,29,2528
100,43,30,2527
90,43,31,2526
80,43,32,2525
70,43,33,2524
60,43,34,2523
50,43,35,2522
40,43,36,2521
30,43,37,2520
20,43,38,2519
10,43,39,2619
430.464865,44,0,2618
439.089968,44,1,2617
447.772264,44,2,2616
456.508488,44,3,2615
465.295605,44,4,2614
460.651712,44,5,2613
456.179789,44,6,2612
451.884941,44,7,2611
447.772264,44,8,2610
443.84682,44,9,2609
434.626276,44,10,2608
425.440948,44,11,2607
416.293166,44,12,2606
407.185461,44,13,2605
398.120585,44,14,2604
389.101529,44,15,2603
380.131556,44,16,2602
371.214224,44,17,2601
362.353419,44,18,2600
353.553391,44,19,2599
344.818793,44,20,2598
336.154726,44,21,2597
327.566787,44,22,2596
319.061123,44,23,2595
310.644491,44,24,2594
302.324329,44,25,2593
294.108823,44,26,2592
286.006993,44,27,2591
278.028775,44,28,2590
270.185122,44,29,2589
262.488095,44,30,2588
254.950976,44,31,2587
247.588368,44,32,2586
240.416306,44,33,2585
233.452351,44,34,2584
226.715681,44,35,2583
220.227155,44,36,2582
214.009346,44,37,2581
208.08652,44,38,2580
202.484567,44,39,2579
197.230829,44,40,2578
192.353841,44,41,2577
187.882942,44,42,2576
183.847763,44,43,2575
180.277564,44,44,2574
177.200451,44,45,2573
174.642492,44,46,2572
172.626765,44,47,2571
171.172428,44,48,2570
170.293864,44,49,2569
170,44,50,2568
160,44,51,2567
150,44,52,2566
140,44,53,2565
130,44,54,2564
120,44,55,2563
110,44,56,2562
100,44,57,2561
90,44,58,2560
80,44,59,2559
70,44,60,2558
60,44,61,2557
50,44,62,2556
40,44,63,2555
30,44,64,2554
20,44,65,2553
10,44,66,2653
425.205833,45,0,2652
432.7817,45,1,2651
440.454311,45,2,2650
434.165867,45,3,2649
428.018691,45,4,2648
422.018957,45,5,2647
416.173041,45,6,2646
410.487515,45,7,2645
404.969135,45,8,2644
399.624824,45,9,2643
394.461658,45,10,2642
389.486842,45,11,2641
384.707681,45,12,2640
380.131556,45,13,2639
375.765885,45,14,2638
371.618084,45,15,2637
367.695526,45,16,2636
364.005494,45,17,2635
360.555128,45,18,2634
357.351368,45,19,2633
354.400903,45,20,2632
351.710108,45,21,2631
349.284984,45,22,2630
347.131099,45,23,2629
345.25353,45,24,2628
343.656806,45,25,2627
342.344855,45,26,2626
341.320963,45,27,2625
340.587727,45,28,2624
340.147027,45,29,2623
330.15148,45,30,2622
320.156212,45,31,2621
310.161248,45,32,2620
300.16662,45,33,2619
290.172363,45,34,2618
280.178515,45,35,2617
270.185122,45,36,2616
260.192237,45,37,2615
250.19992,45,38,2614
240.208243,45,39,2613
230.217289,45,40,2612
220.227155,45,41,2611
210.23796,45,42,2610
200.249844,45,43,2609
190.262976,45,44,2608
180.277564,45,45,2607
170.293864,45,46,2606
160.312195,45,47,2605
150.332964,45,48,2604
140.356688,45,49,2603
130.384048,45,50,2602
120.415946,45,51,2601
110.45361,45,52,2600
100.498756,45,53,2599
90.553851,45,54,2598
90,45,55,2597
80,45,56,2596
70,45,57,2595
60,45,58,2594
50,45,59,2593
40,45,60,2592
30,45,61,2591
20,45,62,2590
10,45,63,2690
237.697286,46,0,2689
247.386338,46,1,2688
245.153013,46,2,2687
243.310501,46,3,2686
241.867732,46,4,2685
240.831892,46,5,2684
240.208243,46,6,2683
240,46,7,2682
240.208243,46,8,2681
230.217289,46,9,2680
220.227155,46,10,2679
210.23796,46,11,2678
200.249844,46,12,2677
190.262976,46,13,2676
180.277564,46,14,2675
170.293864,46,15,2674
160.312195,46,16,2673
150.332964,46,17,2672
140.356688,46,18,2671
130.384048,46,19,2670
120.415946,46,20,2669
120,46,21,2668
110,46,22,2667
100,46,23,2666
90,46,24,2665
80,46,25,2664
70,46,26,2663
60,46,27,2662
50,46,28,2661
40,46,29,2660
30,46,30,2659
20,46,31,2658
10,46,32,2758
176.91806,47,0,2757
170.293864,47,1,2756
164.012195,47,2,2755
158.113883,47,3,2754
152.643375,47,4,2753
147.648231,47,5,2752
143.178211,47,6,2751
139.283883,47,7,2750
136.014705,47,8,2749
133.416641,47,9,2748
131.529464,47,10,2747
130.384048,47,11,2746
130,47,12,2745
120,47,13,2744
110,47,14,2743
100,47,15,2742
90,47,16,2741
80,47,17,2740
70,47,18,2739
60,47,19,2738
50,47,20,2737
40,47,21,2736
30,47,22,2735
20,47,23,2734
10,47,24,2834
324.499615,48,0,2833
330.15148,48,1,2832
336.005952,48,2,2831
342.052628,48,3,2830
348.281495,48,4,2829
340.587727,48,5,2828
333.016516,48,6,2827
325.576412,48,7,2826
318.276609,48,8,2825
311.126984,48,9,2824
304.138127,48,10,2823
297.321375,48,11,2822
290.688837,48,12,2821
284.253408,48,13,2820
278.028775,48,14,2819
272.02941,48,15,2818
266.270539,48,16,2817
260.768096,48,17,2816
255.538647,48,18,2815
250.599282,48,19,2814
245.967478,48,20,2813
241.660919,48,21,2812
237.697286,48,22,2811
234.093998,48,23,2810
230.867928,48,24,2809
228.035085,48,25,2808
225.610283,48,26,2807
223.606798,48,27,2806
222.036033,48,28,2805
220.90722,48,29,2804
220.227155,48,30,2803
220,48,31,2802
220.227155,48,32,2801
210.23796,48,33,2800
200.249844,48,34,2799
190.262976,48,35,2798
180.277564,48,36,2797
170.293864,48,37,2796
160.312195,48,38,2795
150.332964,48,39,2794
140.356688,48,40,2793
130.384048,48,41,2792
120.415946,48,42,2791
110.45361,48,43,2790
100.498756,48,44,2789
100,48,45,2788
90,48,46,2787
80,48,47,2786
70,48,48,2785
60,48,49,2784
50,48,50,2783
40,48,51,2782
30,48,52,2781
20,48,53,2780
10,48,54,2880
210.950231,49,0,2879
205.912603,49,1,2878
201.246118,49,2,2877
196.977156,49,3,2876
193.132079,49,4,2875
189.73666,49,5,2874
186.815417,49,6,2873
184.390889,49,7,2872
182.482876,49,8,2871
181.107703,49,9,2870
180.277564,49,10,2869
180,49,11,2868
170,49,12,2867
160,49,13,2866
150,49,14,2865
140,49,15,2864
130,49,16,2863
120,49,17,2862
110,49,18,2861
100,49,19,2860
90,49,20,2859
80,49,21,2858
70,49,22,2857
60,49,23,2856
50,49,24,2855
40,49,25,2854
30,49,26,2853
20,49,27,2852
10,49,28,2952
440.454311,50,0,2951
446.878059,50,1,2950
453.431362,50,2,2949
445.982062,50,3,2948
438.634244,50,4,2947
431.393092,50,5,2946
424.264069,50,6,2945
417.252921,50,7,2944
410.365691,50,8,2943
403.608721,50,9,2942
396.988665,50,10,2941
390.512484,50,11,2940
384.187454,50,12,2939
378.021163,50,13,2938
370.13511,50,14,2937
362.353419,50,15,2936
354.682957,50,16,2935
347.131099,50,17,2934
339.705755,50,18,2933
332.415403,50,19,2932
325.269119,50,20,2931
318.276609,50,21,2930
311.44823,50,22,2929
304.795013,50,23,2928
298.328678,50,24,2927
292.061637,50,25,2926
